score_col,threshold,min_f1_delta,mean_f1_delta,min_macro_delta,max_fault_to_weather,mean_weather_f1,passes_discovery
weather7_blend,0.625,-0.6255615453728661,-0.5766435376433889,-0.3181605245328768,0.08264462809917356,0.0636256134953275,False
weather7_blend,0.65,-0.6268754076973255,-0.5760661623466865,-0.3431926169590643,0.07024793388429752,0.06420298879202989,False
weather7_blend,0.675,-0.6213215623327982,-0.5757865014387931,-0.34830957602339174,0.06611570247933884,0.06448264969992329,False
weather7_blend,0.7,-0.6386904761904761,-0.5856495859213251,-0.415325321715608,0.06611570247933884,0.0546195652173913,False
weather7_blend,0.725,-0.6358970224658712,-0.5856884620122629,-0.43675389314417945,0.05785123966942149,0.054580689126453426,False
weather7_blend,0.75,-0.6383855981416957,-0.5858955079258444,-0.4697790787428945,0.05371900826446281,0.054373643212871914,False
weather7_blend,0.775,-0.6451093951093951,-0.588066803018001,-0.51180494081186,0.05371900826446281,0.05220234812071547,False
weather7_blend,0.7999999999999999,-0.6612937210282342,-0.5944874402242621,-0.5810988745384967,0.049586776859504134,0.04578171091445428,False
weather7_blend,0.825,-0.6590763822307446,-0.5913274887742352,-0.6138670323066545,0.045454545454545456,0.04894166236448116,False
weather7_blend,0.85,-0.6597698119838341,-0.5934224553990317,-0.6273078925217083,0.04132231404958678,0.04684669573968467,False
weather7_blend,0.875,-0.692002442002442,-0.6124224458726563,-0.7645132797270955,0.0371900826446281,0.027846705266060107,False
weather7_blend,0.9,-0.7070517202096149,-0.6306997731482857,-0.8001258153396311,0.028925619834710745,0.009569377990430622,False
weather7_blend,0.9249999999999999,-0.7150172918329343,-0.6346825589599454,-0.8193565845704003,0.024793388429752067,0.00558659217877095,False
weather7_blend,0.95,-0.7136118598382749,-0.6339798429626158,-0.8193565845704003,0.01652892561983471,0.006289308176100629,False
